Wvlgth Extraterrestrial_spectrm Direct_normal_irradiance Difuse_horizn_irradiance Global_horizn_irradiance Direct_horizn_irradiance Direct_tilted_irradiance Difuse_tilted_irradiance Global_tilted_irradiance Beam_normal_+circumsolar Difuse_horiz-circumsolar Upward_reflctd_radiation
.3115E+03 .7648E+00 .1032E-01 .1808E-01 .2161E-01 .3531E-02 .1032E-01 .1244E-01 .2276E-01 .1032E-01 .1808E-01 .9205E-03
.3120E+03 .6421E+00 .1093E-01 .1856E-01 .2230E-01 .3740E-02 .1093E-01 .1277E-01 .2370E-01 .1093E-01 .1856E-01 .9523E-03
.3125E+03 .6970E+00 .1385E-01 .2300E-01 .2774E-01 .4736E-02 .1385E-01 .1583E-01 .2968E-01 .1385E-01 .2300E-01 .1188E-02
.3130E+03 .7115E+00 .1544E-01 .2521E-01 .3050E-01 .5282E-02 .1544E-01 .1736E-01 .3280E-01 .1544E-01 .2521E-01 .1310E-02
.3135E+03 .7257E+00 .1507E-01 .2425E-01 .2941E-01 .5154E-02 .1507E-01 .1670E-01 .3177E-01 .1507E-01 .2425E-01 .1266E-02
.3140E+03 .7936E+00 .1953E-01 .3091E-01 .3759E-01 .6680E-02 .1953E-01 .2128E-01 .4081E-01 .1953E-01 .3091E-01 .1623E-02
.3145E+03 .5931E+00 .1802E-01 .2826E-01 .3442E-01 .6162E-02 .1802E-01 .1946E-01 .3747E-01 .1802E-01 .2826E-01 .1489E-02
.3150E+03 .7541E+00 .2416E-01 .3739E-01 .4566E-01 .8263E-02 .2416E-01 .2575E-01 .4991E-01 .2416E-01 .3739E-01 .1979E-02
.3155E+03 .6804E+00 .2031E-01 .3078E-01 .3773E-01 .6945E-02 .2031E-01 .2120E-01 .4151E-01 .2031E-01 .3078E-01 .1639E-02
.3160E+03 .5183E+00 .1826E-01 .2753E-01 .3377E-01 .6247E-02 .1826E-01 .1896E-01 .3723E-01 .1826E-01 .2753E-01 .1469E-02
.3165E+03 .6632E+00 .2686E-01 .4041E-01 .4960E-01 .9185E-02 .2686E-01 .2785E-01 .5470E-01 .2686E-01 .4041E-01 .2187E-02
.3170E+03 .8229E+00 .3376E-01 .5011E-01 .6166E-01 .1155E-01 .3376E-01 .3455E-01 .6830E-01 .3376E-01 .5011E-01 .2758E-02
.3175E+03 .8804E+00 .3552E-01 .5174E-01 .6389E-01 .1215E-01 .3552E-01 .3569E-01 .7120E-01 .3552E-01 .5174E-01 .2898E-02
.3180E+03 .6346E+00 .2821E-01 .4093E-01 .5058E-01 .9650E-02 .2821E-01 .2824E-01 .5646E-01 .2821E-01 .4093E-01 .2325E-02
.3185E+03 .6824E+00 .3572E-01 .5242E-01 .6463E-01 .1222E-01 .3572E-01 .3618E-01 .7190E-01 .3572E-01 .5242E-01 .3013E-02
.3190E+03 .7535E+00 .4299E-01 .6321E-01 .7792E-01 .1470E-01 .4299E-01 .4365E-01 .8664E-01 .4299E-01 .6321E-01 .3685E-02
.3195E+03 .6833E+00 .3543E-01 .5009E-01 .6221E-01 .1212E-01 .3543E-01 .3461E-01 .7004E-01 .3543E-01 .5009E-01 .2990E-02
.3200E+03 .8369E+00 .4327E-01 .6013E-01 .7493E-01 .1480E-01 .4327E-01 .4157E-01 .8484E-01 .4327E-01 .6013E-01 .3655E-02
.3205E+03 .9082E+00 .5488E-01 .7762E-01 .9639E-01 .1877E-01 .5488E-01 .5368E-01 .1086E+00 .5488E-01 .7762E-01 .4756E-02
.3210E+03 .7156E+00 .4926E-01 .7128E-01 .8813E-01 .1685E-01 .4926E-01 .4931E-01 .9856E-01 .4926E-01 .7128E-01 .4396E-02
.3215E+03 .6753E+00 .4783E-01 .6854E-01 .8490E-01 .1636E-01 .4783E-01 .4743E-01 .9526E-01 .4783E-01 .6854E-01 .4288E-02
.3220E+03 .8151E+00 .5184E-01 .7046E-01 .8819E-01 .1773E-01 .5184E-01 .4880E-01 .1006E+00 .5184E-01 .7046E-01 .4517E-02
