Wvlgth Extraterrestrial_spectrm Direct_normal_irradiance Difuse_horizn_irradiance Global_horizn_irradiance Direct_horizn_irradiance Direct_tilted_irradiance Difuse_tilted_irradiance Global_tilted_irradiance Beam_normal_+circumsolar Difuse_horiz-circumsolar Upward_reflctd_radiation
.3360E+03 .7401E+00 .1001E+00 .1054E+00 .1396E+00 .3424E-01 .1001E+00 .7402E-01 .1741E+00 .1001E+00 .1054E+00 .9762E-02
.3365E+03 .9055E+00 .1214E+00 .1223E+00 .1638E+00 .4152E-01 .1214E+00 .8594E-01 .2074E+00 .1214E+00 .1223E+00 .1158E-01
.3370E+03 .7531E+00 .1005E+00 .9916E-01 .1335E+00 .3436E-01 .1005E+00 .6976E-01 .1702E+00 .1005E+00 .9916E-01 .9528E-02
.3375E+03 .9398E+00 .1260E+00 .1226E+00 .1657E+00 .4311E-01 .1260E+00 .8632E-01 .2124E+00 .1260E+00 .1226E+00 .1194E-01
.3380E+03 .8870E+00 .1240E+00 .1214E+00 .1638E+00 .4242E-01 .1240E+00 .8546E-01 .2095E+00 .1240E+00 .1214E+00 .1189E-01
.3385E+03 .9911E+00 .1415E+00 .1399E+00 .1883E+00 .4839E-01 .1415E+00 .9853E-01 .2400E+00 .1415E+00 .1399E+00 .1379E-01
.3390E+03 .9814E+00 .1422E+00 .1379E+00 .1866E+00 .4864E-01 .1422E+00 .9721E-01 .2394E+00 .1422E+00 .1379E+00 .1381E-01
.3395E+03 .9386E+00 .1374E+00 .1324E+00 .1794E+00 .4700E-01 .1374E+00 .9339E-01 .2308E+00 .1374E+00 .1324E+00 .1341E-01
.3400E+03 .1134E+01 .1654E+00 .1550E+00 .2116E+00 .5657E-01 .1654E+00 .1094E+00 .2748E+00 .1654E+00 .1550E+00 .1599E-01
.3405E+03 .1017E+01 .1503E+00 .1459E+00 .1973E+00 .5141E-01 .1503E+00 .1030E+00 .2533E+00 .1503E+00 .1459E+00 .1500E-01
.3410E+03 .9646E+00 .1461E+00 .1358E+00 .1857E+00 .4995E-01 .1461E+00 .9594E-01 .2420E+00 .1461E+00 .1358E+00 .1427E-01
.3415E+03 .8886E+00 .1367E+00 .1242E+00 .1709E+00 .4674E-01 .1367E+00 .8781E-01 .2245E+00 .1367E+00 .1242E+00 .1326E-01
.3420E+03 .1061E+01 .1649E+00 .1479E+00 .2044E+00 .5641E-01 .1649E+00 .1047E+00 .2696E+00 .1649E+00 .1479E+00 .1600E-01
.3425E+03 .9910E+00 .1560E+00 .1381E+00 .1915E+00 .5337E-01 .1560E+00 .9779E-01 .2538E+00 .1560E+00 .1381E+00 .1512E-01
