920,1.307,0.619,1.057,0.002,0.003,0.004
El: -62.53
922,1.308,0.619,1.057,0.003,0.002,0.005
924,1.309,0.620,1.056,0.002,0.002,0.003
927,1.310,0.621,1.056,0.002,0.000,0.001
929,1.311,0.621,1.056,0.002,0.000,0.002
931,1.313,0.621,1.057,0.003,0.000,0.002
El: -62.51
933,1.312,0.621,1.057,0.003,0.000,0.002
935,1.314,0.621,1.059,0.003,0.000,0.002
937,1.315,0.621,1.059,0.001,0.000,0.001
939,1.314,0.621,1.059,0.001,0.000,0.001
941,1.316,0.621,1.059,0.002,0.002,0.003
El: -62.50
943,1.316,0.621,1.060,0.002,0.001,0.003
945,1.316,0.621,1.060,0.002,0.001,0.002
947,1.316,0.621,1.059,0.002,0.002,0.004
949,1.316,0.621,1.060,0.002,0.001,0.002
951,1.315,0.621,1.059,0.002,0.001,0.003
El: -62.48
953,1.316,0.621,1.059,0.002,0.001,0.003
955,1.316,0.621,1.060,0.002,0.000,0.002
957,1.315,0.621,1.059,0.002,0.001,0.003
959,1.316,0.621,1.060,0.002,0.000,0.002
El: -62.46
961,1.315,0.621,1.059,0.002,0.000,0.002
963,1.315,0.621,1.059,0.002,0.000,0.001
965,1.315,0.621,1.059,0.001,0.000,0.001
967,1.315,0.621,1.059,0.001,0.000,0.001
969,1.316,0.621,1.059,0.002,0.001,0.003
El: -62.44
972,1.315,0.621,1.059,0.002,0.001,0.002
974,1.315,0.621,1.059,0.000,0.000,0.000
976,1.315,0.621,1.059,0.002,0.000,0.001
978,1.315,0.621,1.059,0.001,0.000,0.001
980,1.316,0.622,1.058,0.003,0.002,0.004
El: -62.42
982,1.316,0.622,1.057,0.002,0.002,0.004
984,1.317,0.622,1.059,0.003,0.002,0.004
986,1.315,0.622,1.057,0.002,0.002,0.004
988,1.315,0.621,1.059,0.001,0.002,0.003
990,1.315,0.621,1.059,0.000,0.001,0.002
El: -62.40
992,1.314,0.621,1.059,0.002,0.000,0.001
994,1.314,0.621,1.058,0.002,0.000,0.001
996,1.315,0.621,1.059,0.001,0.000,0.001
998,1.315,0.621,1.059,0.000,0.000,0.000
1000,1.315,0.621,1.058,0.000,0.002,0.003
El: -62.38
1002,1.315,0.621,1.059,0.001,0.001,0.001
1004,1.315,0.621,1.059,0.001,0.000,0.001
1006,1.315,0.621,1.059,0.001,0.002,0.002
